"STATISTIC Label","Year","Age Group","Sex","Inward or Outward Flow","UNIT","VALUE"
"Estimated Migration (Persons in April)","2010","65 years and over","Both sexes","Net migration","Thousand","0.8"
"Estimated Migration (Persons in April)","2010","65 years and over","Both sexes","Emigrants: All destinations","Thousand","1.1"
"Estimated Migration (Persons in April)","2010","65 years and over","Both sexes","Immigrants: All origins","Thousand","1.9"
"Estimated Migration (Persons in April)","2010","65 years and over","Male","Net migration","Thousand","0.3"
"Estimated Migration (Persons in April)","2010","65 years and over","Male","Emigrants: All destinations","Thousand","0.5"
"Estimated Migration (Persons in April)","2010","65 years and over","Male","Immigrants: All origins","Thousand","0.7"
"Estimated Migration (Persons in April)","2010","65 years and over","Female","Net migration","Thousand","0.5"
"Estimated Migration (Persons in April)","2010","65 years and over","Female","Emigrants: All destinations","Thousand","0.6"
"Estimated Migration (Persons in April)","2010","65 years and over","Female","Immigrants: All origins","Thousand","1.1"
"Estimated Migration (Persons in April)","2011","All ages","Both sexes","Net migration","Thousand","-27.4"
"Estimated Migration (Persons in April)","2011","All ages","Both sexes","Emigrants: All destinations","Thousand","80.6"
"Estimated Migration (Persons in April)","2011","All ages","Both sexes","Immigrants: All origins","Thousand","53.3"
"Estimated Migration (Persons in April)","2011","All ages","Male","Net migration","Thousand","-15.8"
"Estimated Migration (Persons in April)","2011","All ages","Male","Emigrants: All destinations","Thousand","41.9"
"Estimated Migration (Persons in April)","2011","All ages","Male","Immigrants: All origins","Thousand","26"
"Estimated Migration (Persons in April)","2011","All ages","Female","Net migration","Thousand","-11.5"
"Estimated Migration (Persons in April)","2011","All ages","Female","Emigrants: All destinations","Thousand","38.8"
"Estimated Migration (Persons in April)","2011","All ages","Female","Immigrants: All origins","Thousand","27.2"
"Estimated Migration (Persons in April)","2011","0 - 14 years","Both sexes","Net migration","Thousand","0.9"
"Estimated Migration (Persons in April)","2011","0 - 14 years","Both sexes","Emigrants: All destinations","Thousand","5.3"
"Estimated Migration (Persons in April)","2011","0 - 14 years","Both sexes","Immigrants: All origins","Thousand","6.1"
"Estimated Migration (Persons in April)","2011","0 - 14 years","Male","Net migration","Thousand","0.6"
"Estimated Migration (Persons in April)","2011","0 - 14 years","Male","Emigrants: All destinations","Thousand","2.5"
"Estimated Migration (Persons in April)","2011","0 - 14 years","Male","Immigrants: All origins","Thousand","3.1"
"Estimated Migration (Persons in April)","2011","0 - 14 years","Female","Net migration","Thousand","0.2"
"Estimated Migration (Persons in April)","2011","0 - 14 years","Female","Emigrants: All destinations","Thousand","2.7"
"Estimated Migration (Persons in April)","2011","0 - 14 years","Female","Immigrants: All origins","Thousand","3"
"Estimated Migration (Persons in April)","2011","15 - 24 years","Both sexes","Net migration","Thousand","-19.9"
"Estimated Migration (Persons in April)","2011","15 - 24 years","Both sexes","Emigrants: All destinations","Thousand","34.5"
"Estimated Migration (Persons in April)","2011","15 - 24 years","Both sexes","Immigrants: All origins","Thousand","14.6"
"Estimated Migration (Persons in April)","2011","15 - 24 years","Male","Net migration","Thousand","-9.5"
"Estimated Migration (Persons in April)","2011","15 - 24 years","Male","Emigrants: All destinations","Thousand","15.9"
"Estimated Migration (Persons in April)","2011","15 - 24 years","Male","Immigrants: All origins","Thousand","6.4"
"Estimated Migration (Persons in April)","2011","15 - 24 years","Female","Net migration","Thousand","-10.5"
"Estimated Migration (Persons in April)","2011","15 - 24 years","Female","Emigrants: All destinations","Thousand","18.6"
"Estimated Migration (Persons in April)","2011","15 - 24 years","Female","Immigrants: All origins","Thousand","8.2"
"Estimated Migration (Persons in April)","2011","25 - 44 years","Both sexes","Net migration","Thousand","-4.4"
"Estimated Migration (Persons in April)","2011","25 - 44 years","Both sexes","Emigrants: All destinations","Thousand","31.3"
"Estimated Migration (Persons in April)","2011","25 - 44 years","Both sexes","Immigrants: All origins","Thousand","26.9"
"Estimated Migration (Persons in April)","2011","25 - 44 years","Male","Net migration","Thousand","-4.4"
"Estimated Migration (Persons in April)","2011","25 - 44 years","Male","Emigrants: All destinations","Thousand","17.9"
"Estimated Migration (Persons in April)","2011","25 - 44 years","Male","Immigrants: All origins","Thousand","13.6"
"Estimated Migration (Persons in April)","2011","25 - 44 years","Female","Net migration","Thousand","0"
"Estimated Migration (Persons in April)","2011","25 - 44 years","Female","Emigrants: All destinations","Thousand","13.3"
"Estimated Migration (Persons in April)","2011","25 - 44 years","Female","Immigrants: All origins","Thousand","13.3"
"Estimated Migration (Persons in April)","2011","45 - 64 years","Both sexes","Net migration","Thousand","-1.8"
"Estimated Migration (Persons in April)","2011","45 - 64 years","Both sexes","Emigrants: All destinations","Thousand","6.1"
"Estimated Migration (Persons in April)","2011","45 - 64 years","Both sexes","Immigrants: All origins","Thousand","4.3"
"Estimated Migration (Persons in April)","2011","45 - 64 years","Male","Net migration","Thousand","-0.9"
"Estimated Migration (Persons in April)","2011","45 - 64 years","Male","Emigrants: All destinations","Thousand","3.1"
"Estimated Migration (Persons in April)","2011","45 - 64 years","Male","Immigrants: All origins","Thousand","2.2"
"Estimated Migration (Persons in April)","2011","45 - 64 years","Female","Net migration","Thousand","-1"
"Estimated Migration (Persons in April)","2011","45 - 64 years","Female","Emigrants: All destinations","Thousand","3.1"
"Estimated Migration (Persons in April)","2011","45 - 64 years","Female","Immigrants: All origins","Thousand","2.1"
"Estimated Migration (Persons in April)","2011","65 years and over","Both sexes","Net migration","Thousand","-2.1"
"Estimated Migration (Persons in April)","2011","65 years and over","Both sexes","Emigrants: All destinations","Thousand","3.4"
"Estimated Migration (Persons in April)","2011","65 years and over","Both sexes","Immigrants: All origins","Thousand","1.3"
"Estimated Migration (Persons in April)","2011","65 years and over","Male","Net migration","Thousand","-1.8"
"Estimated Migration (Persons in April)","2011","65 years and over","Male","Emigrants: All destinations","Thousand","2.4"
"Estimated Migration (Persons in April)","2011","65 years and over","Male","Immigrants: All origins","Thousand","0.7"
"Estimated Migration (Persons in April)","2011","65 years and over","Female","Net migration","Thousand","-0.3"
"Estimated Migration (Persons in April)","2011","65 years and over","Female","Emigrants: All destinations","Thousand","1"
"Estimated Migration (Persons in April)","2011","65 years and over","Female","Immigrants: All origins","Thousand","0.7"
"Estimated Migration (Persons in April)","2012","All ages","Both sexes","Net migration","Thousand","-25.7"
"Estimated Migration (Persons in April)","2012","All ages","Both sexes","Emigrants: All destinations","Thousand","83"
"Estimated Migration (Persons in April)","2012","All ages","Both sexes","Immigrants: All origins","Thousand","57.3"
"Estimated Migration (Persons in April)","2012","All ages","Male","Net migration","Thousand","-18.4"
"Estimated Migration (Persons in April)","2012","All ages","Male","Emigrants: All destinations","Thousand","45.9"
"Estimated Migration (Persons in April)","2012","All ages","Male","Immigrants: All origins","Thousand","27.5"
"Estimated Migration (Persons in April)","2012","All ages","Female","Net migration","Thousand","-7.3"
"Estimated Migration (Persons in April)","2012","All ages","Female","Emigrants: All destinations","Thousand","37.1"
"Estimated Migration (Persons in April)","2012","All ages","Female","Immigrants: All origins","Thousand","29.7"
"Estimated Migration (Persons in April)","2012","0 - 14 years","Both sexes","Net migration","Thousand","-2.9"
"Estimated Migration (Persons in April)","2012","0 - 14 years","Both sexes","Emigrants: All destinations","Thousand","9.5"
"Estimated Migration (Persons in April)","2012","0 - 14 years","Both sexes","Immigrants: All origins","Thousand","6.6"
"Estimated Migration (Persons in April)","2012","0 - 14 years","Male","Net migration","Thousand","-1.8"
"Estimated Migration (Persons in April)","2012","0 - 14 years","Male","Emigrants: All destinations","Thousand","4.6"
"Estimated Migration (Persons in April)","2012","0 - 14 years","Male","Immigrants: All origins","Thousand","2.8"
"Estimated Migration (Persons in April)","2012","0 - 14 years","Female","Net migration","Thousand","-1.1"
"Estimated Migration (Persons in April)","2012","0 - 14 years","Female","Emigrants: All destinations","Thousand","5"
"Estimated Migration (Persons in April)","2012","0 - 14 years","Female","Immigrants: All origins","Thousand","3.9"
"Estimated Migration (Persons in April)","2012","15 - 24 years","Both sexes","Net migration","Thousand","-9.1"
"Estimated Migration (Persons in April)","2012","15 - 24 years","Both sexes","Emigrants: All destinations","Thousand","26"
"Estimated Migration (Persons in April)","2012","15 - 24 years","Both sexes","Immigrants: All origins","Thousand","16.9"
"Estimated Migration (Persons in April)","2012","15 - 24 years","Male","Net migration","Thousand","-6"
"Estimated Migration (Persons in April)","2012","15 - 24 years","Male","Emigrants: All destinations","Thousand","13.6"
"Estimated Migration (Persons in April)","2012","15 - 24 years","Male","Immigrants: All origins","Thousand","7.6"
"Estimated Migration (Persons in April)","2012","15 - 24 years","Female","Net migration","Thousand","-3.1"
"Estimated Migration (Persons in April)","2012","15 - 24 years","Female","Emigrants: All destinations","Thousand","12.4"
"Estimated Migration (Persons in April)","2012","15 - 24 years","Female","Immigrants: All origins","Thousand","9.3"
"Estimated Migration (Persons in April)","2012","25 - 44 years","Both sexes","Net migration","Thousand","-12.1"
"Estimated Migration (Persons in April)","2012","25 - 44 years","Both sexes","Emigrants: All destinations","Thousand","38.5"
"Estimated Migration (Persons in April)","2012","25 - 44 years","Both sexes","Immigrants: All origins","Thousand","26.4"
"Estimated Migration (Persons in April)","2012","25 - 44 years","Male","Net migration","Thousand","-9.3"
"Estimated Migration (Persons in April)","2012","25 - 44 years","Male","Emigrants: All destinations","Thousand","22.7"
"Estimated Migration (Persons in April)","2012","25 - 44 years","Male","Immigrants: All origins","Thousand","13.4"
"Estimated Migration (Persons in April)","2012","25 - 44 years","Female","Net migration","Thousand","-2.9"
"Estimated Migration (Persons in April)","2012","25 - 44 years","Female","Emigrants: All destinations","Thousand","15.8"
"Estimated Migration (Persons in April)","2012","25 - 44 years","Female","Immigrants: All origins","Thousand","13"
"Estimated Migration (Persons in April)","2012","45 - 64 years","Both sexes","Net migration","Thousand","-2.3"
"Estimated Migration (Persons in April)","2012","45 - 64 years","Both sexes","Emigrants: All destinations","Thousand","6.8"
"Estimated Migration (Persons in April)","2012","45 - 64 years","Both sexes","Immigrants: All origins","Thousand","4.5"
"Estimated Migration (Persons in April)","2012","45 - 64 years","Male","Net migration","Thousand","-2"
"Estimated Migration (Persons in April)","2012","45 - 64 years","Male","Emigrants: All destinations","Thousand","4.1"
"Estimated Migration (Persons in April)","2012","45 - 64 years","Male","Immigrants: All origins","Thousand","2.1"
"Estimated Migration (Persons in April)","2012","45 - 64 years","Female","Net migration","Thousand","-0.3"
